state,year,month,event_type,damage_property,damage_property_clean,damage_crops,damage_crops_clean
MONTANA,2015,November,Winter Storm,0.00K,0,0.00K,0
MONTANA,2015,November,Winter Storm,0.00K,0,0.00K,0
MONTANA,2015,November,Winter Storm,0.00K,0,0.00K,0
MONTANA,2015,November,Winter Storm,0.00K,0,0.00K,0
TEXAS,2015,May,Hail,0.00K,0,0.00K,0
TEXAS,2015,May,Hail,0.00K,0,0.00K,0
TEXAS,2015,May,Hail,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
MICHIGAN,2015,November,Heavy Snow,0.00K,0,0.00K,0
MICHIGAN,2015,November,Heavy Snow,0.00K,0,0.00K,0
LAKE HURON,2015,November,Marine Thunderstorm Wind,0.00K,0,0.00K,0
WASHINGTON,2015,November,High Wind,0.00K,0,0.00K,0
WASHINGTON,2015,November,High Wind,0.00K,0,0.00K,0
WASHINGTON,2015,November,Dust Storm,0.00K,0,0.00K,0
WASHINGTON,2015,November,Dust Storm,0.00K,0,0.00K,0
MINNESOTA,2015,November,Winter Storm,0.00K,0,0.00K,0
IOWA,2015,November,Winter Storm,0.00K,0,0.00K,0
IOWA,2015,November,Winter Storm,0.00K,0,0.00K,0
MINNESOTA,2015,November,Winter Storm,0.00K,0,0.00K,0
MINNESOTA,2015,November,Winter Storm,0.00K,0,0.00K,0
IOWA,2015,November,Winter Storm,0.00K,0,0.00K,0
SOUTH CAROLINA,2015,November,Flood,1.00K,1000,0.00K,0
SOUTH CAROLINA,2015,November,Flood,0.50K,500,0.00K,0
COLORADO,2015,November,Winter Storm,0.00K,0,0.00K,0
COLORADO,2015,November,Winter Storm,0.00K,0,0.00K,0
MISSOURI,2015,November,Flood,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
IOWA,2015,November,Tornado,80.00K,80000,0.00K,0
IOWA,2015,November,Tornado,200.00K,200000,0.00K,0
TEXAS,2015,November,Flood,0.00K,0,0.00K,0
NORTH CAROLINA,2015,November,Flood,0.00K,0,0.00K,0
WASHINGTON,2015,November,Flood,200.00K,200000,0.00K,0
NORTH CAROLINA,2015,November,Flood,0.00K,0,0.00K,0
SOUTH CAROLINA,2015,November,Flood,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,,0,0.00K,0
IOWA,2015,January,Extreme Cold/Wind Chill,0.00K,0,0.00K,0
IOWA,2015,January,Extreme Cold/Wind Chill,0.00K,0,0.00K,0
COLORADO,2015,February,Heavy Snow,0.00K,0,0.00K,0
KANSAS,2015,February,Heavy Snow,0.00K,0,0.00K,0
OKLAHOMA,2015,March,Hail,,0,,0
OKLAHOMA,2015,March,Thunderstorm Wind,6.00K,6000,0.00K,0
OKLAHOMA,2015,March,Hail,,0,,0
OKLAHOMA,2015,March,Thunderstorm Wind,5.00K,5000,0.00K,0
IOWA,2015,January,Extreme Cold/Wind Chill,0.00K,0,0.00K,0
IOWA,2015,November,Thunderstorm Wind,75.00K,75000,0.00K,0
IOWA,2015,November,Thunderstorm Wind,10.00K,10000,0.00K,0
IOWA,2015,November,Thunderstorm Wind,50.00K,50000,0.00K,0
NEW MEXICO,2015,November,Winter Weather,0.00K,0,0.00K,0
MINNESOTA,2015,November,Heavy Snow,0.00K,0,0.00K,0
MINNESOTA,2015,November,Heavy Snow,0.00K,0,0.00K,0
VIRGINIA,2015,November,Heavy Rain,0.00K,0,0.00K,0
VIRGINIA,2015,November,Heavy Rain,0.00K,0,0.00K,0
GEORGIA,2015,November,Thunderstorm Wind,,0,0.00K,0
GEORGIA,2015,November,Thunderstorm Wind,,0,0.00K,0
CALIFORNIA,2015,November,Heavy Rain,0.00K,0,0.00K,0
CALIFORNIA,2015,November,Heavy Snow,0.00K,0,0.00K,0
CALIFORNIA,2015,November,Heavy Snow,0.00K,0,0.00K,0
CALIFORNIA,2015,November,Heavy Rain,0.00K,0,0.00K,0
KANSAS,2015,November,Tornado,,0,0.00K,0
KANSAS,2015,November,High Wind,50.00K,50000,0.00K,0
KANSAS,2015,November,High Wind,50.00K,50000,0.00K,0
MISSOURI,2015,November,High Wind,20.00K,20000,0.00K,0
MISSOURI,2015,November,High Wind,50.00K,50000,0.00K,0
TEXAS,2015,November,High Wind,0.00K,0,0.00K,0
TEXAS,2015,November,High Wind,0.00K,0,0.00K,0
TEXAS,2015,November,High Wind,0.00K,0,0.00K,0
COLORADO,2015,November,Blizzard,,0,,0
INDIANA,2015,November,Heavy Snow,0.00K,0,0.00K,0
COLORADO,2015,November,High Wind,,0,,0
COLORADO,2015,November,High Wind,,0,,0
IOWA,2015,November,Winter Storm,0.00K,0,0.00K,0
NEW MEXICO,2015,November,Heavy Snow,0.00K,0,0.00K,0
NEW MEXICO,2015,November,Heavy Snow,0.00K,0,0.00K,0
NEW MEXICO,2015,November,Heavy Snow,0.00K,0,0.00K,0
MISSISSIPPI,2015,November,Thunderstorm Wind,5.00K,5000,0.00K,0
MISSISSIPPI,2015,November,Thunderstorm Wind,3.00K,3000,0.00K,0
MISSISSIPPI,2015,November,Thunderstorm Wind,5.00K,5000,0.00K,0
MISSISSIPPI,2015,November,Thunderstorm Wind,10.00K,10000,0.00K,0
MISSISSIPPI,2015,November,Thunderstorm Wind,10.00K,10000,0.00K,0
MISSISSIPPI,2015,November,Thunderstorm Wind,7.00K,7000,0.00K,0
MISSISSIPPI,2015,November,Thunderstorm Wind,3.00K,3000,0.00K,0
MISSISSIPPI,2015,November,Thunderstorm Wind,7.00K,7000,0.00K,0
MISSISSIPPI,2015,November,Thunderstorm Wind,5.00K,5000,0.00K,0
NORTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
NORTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
NORTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
NORTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
NORTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
NORTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
WISCONSIN,2015,November,Winter Storm,0.00K,0,0.00K,0
WISCONSIN,2015,November,Winter Storm,0.00K,0,0.00K,0
WISCONSIN,2015,November,Winter Storm,0.00K,0,0.00K,0
WISCONSIN,2015,November,Winter Storm,0.00K,0,0.00K,0
WISCONSIN,2015,November,Winter Storm,0.00K,0,0.00K,0
IOWA,2015,November,Winter Storm,0.00K,0,0.00K,0
IOWA,2015,November,Winter Storm,0.00K,0,0.00K,0
ILLINOIS,2015,December,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,December,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,December,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,December,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,December,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,December,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,December,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,December,Dense Fog,0.00K,0,0.00K,0
MONTANA,2015,December,High Wind,0.00K,0,0.00K,0
MONTANA,2015,December,High Wind,0.00K,0,0.00K,0
MONTANA,2015,December,High Wind,0.00K,0,0.00K,0
MONTANA,2015,December,High Wind,0.00K,0,0.00K,0
MONTANA,2015,December,High Wind,0.00K,0,0.00K,0
MONTANA,2015,December,High Wind,0.00K,0,0.00K,0
MONTANA,2015,December,High Wind,0.00K,0,0.00K,0
MONTANA,2015,December,Winter Storm,0.00K,0,0.00K,0
MONTANA,2015,December,Winter Storm,0.00K,0,0.00K,0
IDAHO,2015,December,Heavy Snow,0.00K,0,0.00K,0
IDAHO,2015,December,Heavy Snow,0.00K,0,0.00K,0
IDAHO,2015,December,Heavy Snow,0.00K,0,0.00K,0
IDAHO,2015,December,Winter Weather,15.00K,15000,0.00K,0
IDAHO,2015,December,Winter Storm,0.00K,0,0.00K,0
IDAHO,2015,December,Winter Storm,5.00K,5000,0.00K,0
WISCONSIN,2015,December,Winter Storm,0.00K,0,0.00K,0
KANSAS,2015,December,Flash Flood,10.00K,10000,0.00K,0
KANSAS,2015,December,Flash Flood,0.00K,0,0.00K,0
KANSAS,2015,December,Flood,0.00K,0,0.00K,0
KANSAS,2015,December,Flood,0.00K,0,0.00K,0
KANSAS,2015,December,Flood,0.00K,0,0.00K,0
KANSAS,2015,December,Flood,0.00K,0,0.00K,0
KANSAS,2015,December,Flood,0.00K,0,0.00K,0
UTAH,2015,December,High Wind,0.00K,0,0.00K,0
UTAH,2015,December,High Wind,0.00K,0,0.00K,0
UTAH,2015,December,Winter Storm,0.00K,0,0.00K,0
UTAH,2015,December,Winter Storm,0.00K,0,0.00K,0
UTAH,2015,December,Winter Storm,0.00K,0,0.00K,0
UTAH,2015,December,Winter Storm,0.00K,0,0.00K,0
NEW MEXICO,2015,December,Heavy Snow,0.00K,0,0.00K,0
NEW MEXICO,2015,December,Heavy Snow,0.00K,0,0.00K,0
NEW MEXICO,2015,December,Winter Storm,5.00K,5000,0.00K,0
NEW MEXICO,2015,December,Heavy Snow,0.00K,0,0.00K,0
TEXAS,2015,December,Heavy Snow,0.00K,0,0.00K,0
TEXAS,2015,December,Heavy Snow,0.00K,0,0.00K,0
TEXAS,2015,December,Heavy Snow,0.00K,0,0.00K,0
TEXAS,2015,December,Tornado,2.00M,2000000,0.00K,0
TEXAS,2015,December,Thunderstorm Wind,0.00K,0,0.00K,0
GEORGIA,2015,November,Thunderstorm Wind,,0,0.00K,0
TEXAS,2015,November,Thunderstorm Wind,100.00K,100000,0.00K,0
TEXAS,2015,May,Hail,0.00K,0,0.00K,0
TEXAS,2015,May,Thunderstorm Wind,0.00K,0,0.00K,0
TEXAS,2015,May,Thunderstorm Wind,0.00K,0,0.00K,0
TEXAS,2015,December,Flash Flood,0.00K,0,0.00K,0
OKLAHOMA,2015,December,Flash Flood,10.00K,10000,0.00K,0
TEXAS,2015,December,Thunderstorm Wind,60.00K,60000,0.00K,0
TEXAS,2015,December,Flash Flood,0.00K,0,0.00K,0
TEXAS,2015,December,Flash Flood,0.00K,0,0.00K,0
TEXAS,2015,December,Flash Flood,0.00K,0,0.00K,0
OKLAHOMA,2015,December,Thunderstorm Wind,0.00K,0,0.00K,0
TEXAS,2015,December,Hail,0.00K,0,0.00K,0
LOUISIANA,2015,December,Hail,0.00K,0,0.00K,0
LOUISIANA,2015,December,Thunderstorm Wind,0.00K,0,0.00K,0
ARKANSAS,2015,December,Flash Flood,0.00K,0,0.00K,0
LOUISIANA,2015,December,Hail,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
IOWA,2015,November,Heavy Snow,0.00K,0,0.00K,0
NEBRASKA,2015,November,Heavy Snow,0.00K,0,0.00K,0
NEBRASKA,2015,November,Heavy Snow,0.00K,0,0.00K,0
IOWA,2015,November,Hail,0.00K,0,0.00K,0
IOWA,2015,November,Hail,0.00K,0,0.00K,0
MINNESOTA,2015,November,Winter Storm,0.00K,0,0.00K,0
MINNESOTA,2015,November,Winter Storm,0.00K,0,0.00K,0
MINNESOTA,2015,November,Winter Storm,0.00K,0,0.00K,0
MISSOURI,2015,November,Flood,0.00K,0,0.00K,0
MISSOURI,2015,November,Flood,0.00K,0,0.00K,0
MISSOURI,2015,November,Flood,0.00K,0,0.00K,0
MISSOURI,2015,November,Flood,0.00K,0,0.00K,0
MISSOURI,2015,November,Flood,0.00K,0,0.00K,0
MISSOURI,2015,November,Flood,0.00K,0,0.00K,0
MISSOURI,2015,November,Flood,0.00K,0,0.00K,0
MISSOURI,2015,November,Flood,0.00K,0,0.00K,0
MISSOURI,2015,November,Flood,0.00K,0,0.00K,0
TEXAS,2015,May,Hail,0.00K,0,0.00K,0
MISSOURI,2015,November,High Wind,,0,,0
MISSOURI,2015,November,High Wind,,0,,0
MISSOURI,2015,November,High Wind,,0,,0
MISSOURI,2015,November,Hail,0.00K,0,0.00K,0
OREGON,2015,November,High Wind,0.00K,0,0.00K,0
WASHINGTON,2015,November,High Wind,0.00K,0,0.00K,0
WASHINGTON,2015,November,High Wind,0.00K,0,0.00K,0
WASHINGTON,2015,November,High Wind,0.00K,0,0.00K,0
WASHINGTON,2015,November,High Wind,0.00K,0,0.00K,0
MONTANA,2015,November,High Wind,0.00K,0,0.00K,0
MONTANA,2015,November,High Wind,0.00K,0,0.00K,0
MONTANA,2015,November,High Wind,0.00K,0,0.00K,0
MONTANA,2015,November,High Wind,0.00K,0,0.00K,0
MONTANA,2015,November,High Wind,0.00K,0,0.00K,0
MONTANA,2015,November,High Wind,0.00K,0,0.00K,0
WYOMING,2015,November,High Wind,0.00K,0,0.00K,0
MONTANA,2015,November,High Wind,0.00K,0,0.00K,0
TEXAS,2015,May,Thunderstorm Wind,0.00K,0,0.00K,0
TEXAS,2015,May,Thunderstorm Wind,0.00K,0,0.00K,0
TEXAS,2015,May,Thunderstorm Wind,0.00K,0,0.00K,0
TEXAS,2015,May,Hail,0.00K,0,0.00K,0
TEXAS,2015,May,Funnel Cloud,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
INDIANA,2015,November,Dense Fog,0.00K,0,0.00K,0
INDIANA,2015,November,Dense Fog,0.00K,0,0.00K,0
INDIANA,2015,November,Dense Fog,0.00K,0,0.00K,0
KENTUCKY,2015,November,Dense Fog,0.00K,0,0.00K,0
KENTUCKY,2015,November,Dense Fog,0.00K,0,0.00K,0
ALASKA,2015,August,Funnel Cloud,0.00K,0,0.00K,0
NEBRASKA,2015,June,Flash Flood,0.00K,0,0.00K,0
NEBRASKA,2015,June,Hail,0.00K,0,0.00K,0
MICHIGAN,2015,November,Heavy Snow,0.00K,0,0.00K,0
MICHIGAN,2015,November,Heavy Snow,0.00K,0,0.00K,0
WASHINGTON,2015,November,High Wind,0.00K,0,0.00K,0
WASHINGTON,2015,November,High Wind,0.00K,0,0.00K,0
WASHINGTON,2015,November,High Wind,0.00K,0,0.00K,0
WASHINGTON,2015,November,High Wind,0.00K,0,0.00K,0
CALIFORNIA,2015,November,Flood,0.00K,0,0.00K,0
CALIFORNIA,2015,November,Strong Wind,15.00K,15000,0.00K,0
TEXAS,2015,November,Thunderstorm Wind,1.50K,1500,0.00K,0
TEXAS,2015,May,Hail,0.00K,0,0.00K,0
TEXAS,2015,May,Hail,0.00K,0,0.00K,0
TEXAS,2015,May,Hail,0.00K,0,0.00K,0
COLORADO,2015,November,Winter Storm,0.00K,0,0.00K,0
COLORADO,2015,November,Winter Storm,0.00K,0,0.00K,0
COLORADO,2015,November,Winter Storm,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
IOWA,2015,November,Tornado,125.00K,125000,0.00K,0
IOWA,2015,November,Tornado,125.00K,125000,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,,0,0.00K,0
TEXAS,2015,May,Hail,0.00K,0,0.00K,0
TEXAS,2015,May,Hail,0.00K,0,0.00K,0
TEXAS,2015,May,Hail,0.00K,0,0.00K,0
TEXAS,2015,May,Hail,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
GEORGIA,2015,November,Coastal Flood,,0,0.00K,0
SOUTH DAKOTA,2015,November,High Wind,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,Winter Storm,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,Winter Storm,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,Winter Storm,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,Winter Weather,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,Winter Weather,0.00K,0,0.00K,0
VIRGINIA,2015,November,Heavy Rain,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,Heavy Snow,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,Heavy Snow,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,Heavy Snow,0.00K,0,0.00K,0
SOUTH DAKOTA,2015,November,Heavy Snow,0.00K,0,0.00K,0
CALIFORNIA,2015,November,Funnel Cloud,0.00K,0,0.00K,0
CALIFORNIA,2015,November,Thunderstorm Wind,20.00K,20000,0.00K,0
CALIFORNIA,2015,November,Hail,,0,0.00K,0
CALIFORNIA,2015,November,Hail,,0,0.00K,0
CALIFORNIA,2015,November,Heavy Rain,0.00K,0,0.00K,0
CALIFORNIA,2015,November,Heavy Rain,0.00K,0,0.00K,0
CALIFORNIA,2015,November,Heavy Rain,0.00K,0,0.00K,0
KANSAS,2015,November,Tornado,,0,0.00K,0
KANSAS,2015,November,Tornado,,0,0.00K,0
TEXAS,2015,November,High Wind,0.00K,0,0.00K,0
TEXAS,2015,November,High Wind,0.00K,0,0.00K,0
NEW MEXICO,2015,November,High Wind,0.00K,0,0.00K,0
NEVADA,2015,November,Heavy Snow,0.00K,0,0.00K,0
NEW YORK,2015,November,Strong Wind,30.00K,30000,0.00K,0
NEW YORK,2015,November,Strong Wind,30.00K,30000,0.00K,0
COLORADO,2015,November,Winter Weather,0.00K,0,0.00K,0
COLORADO,2015,November,Winter Weather,0.00K,0,0.00K,0
KANSAS,2015,November,Ice Storm,,0,,0
KANSAS,2015,November,Ice Storm,,0,,0
KANSAS,2015,November,Ice Storm,,0,,0
KANSAS,2015,November,Ice Storm,,0,,0
KANSAS,2015,November,Ice Storm,,0,,0
KANSAS,2015,November,Ice Storm,,0,,0
KANSAS,2015,November,Ice Storm,,0,,0
KANSAS,2015,November,Ice Storm,,0,,0
KANSAS,2015,November,Ice Storm,,0,,0
NEW MEXICO,2015,November,Heavy Snow,0.00K,0,0.00K,0
NEW MEXICO,2015,November,Heavy Snow,0.00K,0,0.00K,0
NEW MEXICO,2015,November,Heavy Snow,0.00K,0,0.00K,0
MISSISSIPPI,2015,November,Flash Flood,2.00K,2000,0.00K,0
MISSISSIPPI,2015,November,Thunderstorm Wind,10.00K,10000,0.00K,0
MISSISSIPPI,2015,November,Lightning,20.00K,20000,0.00K,0
MISSISSIPPI,2015,November,Thunderstorm Wind,6.00K,6000,0.00K,0
MISSISSIPPI,2015,November,Thunderstorm Wind,3.00K,3000,0.00K,0
MISSISSIPPI,2015,November,Flash Flood,8.00K,8000,0.00K,0
MISSISSIPPI,2015,November,Strong Wind,2.00K,2000,0.00K,0
MISSISSIPPI,2015,November,Tornado,10.00K,10000,0.00K,0
CALIFORNIA,2015,November,Drought,,0,,0
CALIFORNIA,2015,November,Drought,,0,,0
WYOMING,2015,November,High Wind,0.00K,0,0.00K,0
OKLAHOMA,2015,March,Hail,,0,,0
OKLAHOMA,2015,March,Thunderstorm Wind,0.20K,200,,0
WISCONSIN,2015,November,Winter Storm,0.00K,0,0.00K,0
WISCONSIN,2015,November,Winter Storm,0.00K,0,0.00K,0
WISCONSIN,2015,November,Winter Weather,0.00K,0,0.00K,0
WISCONSIN,2015,November,Winter Weather,0.00K,0,0.00K,0
WISCONSIN,2015,November,Winter Weather,0.00K,0,0.00K,0
IOWA,2015,November,Winter Storm,0.00K,0,0.00K,0
IOWA,2015,November,Winter Storm,0.00K,0,0.00K,0
ILLINOIS,2015,June,Hail,0.00K,0,0.00K,0
MISSOURI,2015,June,Thunderstorm Wind,0.00K,0,0.00K,0
ILLINOIS,2015,June,Hail,0.00K,0,0.00K,0
ILLINOIS,2015,June,Thunderstorm Wind,0.00K,0,0.00K,0
ILLINOIS,2015,June,Hail,0.00K,0,0.00K,0
ILLINOIS,2015,June,Hail,0.00K,0,0.00K,0
KANSAS,2015,July,Hail,,0,,0
KANSAS,2015,July,Hail,,0,,0
KANSAS,2015,July,Thunderstorm Wind,,0,,0
KANSAS,2015,July,Thunderstorm Wind,,0,,0
KANSAS,2015,May,Hail,,0,,0
KANSAS,2015,May,Hail,,0,,0
COLORADO,2015,February,Heavy Snow,0.00K,0,0.00K,0
KANSAS,2015,April,Thunderstorm Wind,500.00K,500000,,0
KANSAS,2015,May,Flood,0.00K,0,0.00K,0
KANSAS,2015,May,Flood,0.00K,0,0.00K,0
KANSAS,2015,May,Flood,0.00K,0,0.00K,0
KANSAS,2015,May,Flood,0.00K,0,0.00K,0
KANSAS,2015,May,Flood,0.00K,0,0.00K,0
KANSAS,2015,May,Flood,0.00K,0,0.00K,0
KANSAS,2015,May,Flood,0.00K,0,0.00K,0
KANSAS,2015,May,Heavy Rain,0.00K,0,0.00K,0
KANSAS,2015,May,Heavy Rain,0.00K,0,0.00K,0
ILLINOIS,2015,June,Thunderstorm Wind,0.00K,0,0.00K,0
KANSAS,2015,May,Flood,0.00K,0,0.00K,0
KANSAS,2015,May,Flood,0.00K,0,0.00K,0
IOWA,2015,June,Thunderstorm Wind,0.00K,0,0.00K,0
IOWA,2015,June,Thunderstorm Wind,0.00K,0,0.00K,0
ILLINOIS,2015,June,Thunderstorm Wind,0.00K,0,0.00K,0
ILLINOIS,2015,June,Thunderstorm Wind,0.00K,0,0.00K,0
ILLINOIS,2015,June,Thunderstorm Wind,5.00K,5000,0.00K,0
ILLINOIS,2015,June,Hail,0.00K,0,0.00K,0
IOWA,2015,June,Flash Flood,0.00K,0,0.00K,0
ILLINOIS,2015,June,Thunderstorm Wind,0.00K,0,0.00K,0
ILLINOIS,2015,June,Thunderstorm Wind,0.00K,0,0.00K,0
ILLINOIS,2015,June,Thunderstorm Wind,0.00K,0,0.00K,0
ILLINOIS,2015,June,Thunderstorm Wind,0.00K,0,0.00K,0
ILLINOIS,2015,June,Thunderstorm Wind,0.00K,0,0.00K,0
ILLINOIS,2015,June,Thunderstorm Wind,0.00K,0,0.00K,0
ILLINOIS,2015,June,Hail,0.00K,0,0.00K,0
ILLINOIS,2015,June,Thunderstorm Wind,0.00K,0,0.00K,0
IOWA,2015,December,Winter Storm,0.00K,0,0.00K,0
IOWA,2015,December,Winter Storm,0.00K,0,0.00K,0
IOWA,2015,December,Winter Weather,0.00K,0,0.00K,0
IOWA,2015,December,Winter Weather,0.00K,0,0.00K,0
NORTH CAROLINA,2015,November,Flood,1.00K,1000,0.00K,0
IOWA,2015,November,Tornado,150.00K,150000,0.00K,0
NORTH CAROLINA,2015,November,Heavy Rain,0.00K,0,0.00K,0
IOWA,2015,February,Heavy Snow,0.00K,0,0.00K,0
MAINE,2015,December,Heavy Snow,,0,,0
MAINE,2015,December,Heavy Snow,,0,,0
MAINE,2015,December,Heavy Snow,,0,,0
MAINE,2015,December,Heavy Snow,,0,,0
MAINE,2015,December,Heavy Snow,,0,,0
MAINE,2015,December,Heavy Snow,,0,,0
NORTH CAROLINA,2015,December,Flash Flood,0.00K,0,0.00K,0
NEW YORK,2015,December,Lake-Effect Snow,16.00K,16000,0.00K,0
NEW YORK,2015,December,Lake-Effect Snow,20.00K,20000,0.00K,0
NEW YORK,2015,December,Lake-Effect Snow,12.00K,12000,0.00K,0
HAWAII,2015,December,High Surf,0.00K,0,0.00K,0
HAWAII,2015,December,High Surf,0.00K,0,0.00K,0
HAWAII,2015,December,High Surf,0.00K,0,0.00K,0
HAWAII,2015,December,High Surf,0.00K,0,0.00K,0
HAWAII,2015,December,High Surf,0.00K,0,0.00K,0
HAWAII,2015,December,High Surf,0.00K,0,0.00K,0
HAWAII,2015,December,High Surf,0.00K,0,0.00K,0
HAWAII,2015,December,High Surf,0.00K,0,0.00K,0
HAWAII,2015,December,High Surf,0.00K,0,0.00K,0
HAWAII,2015,December,High Surf,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
ILLINOIS,2015,November,Dense Fog,0.00K,0,0.00K,0
MISSOURI,2015,November,Dense Fog,0.00K,0,0.00K,0
MISSOURI,2015,November,Dense Fog,0.00K,0,0.00K,0
MISSOURI,2015,November,Dense Fog,0.00K,0,0.00K,0
MISSOURI,2015,November,Dense Fog,0.00K,0,0.00K,0
MINNESOTA,2015,November,Winter Storm,0.00K,0,0.00K,0
MINNESOTA,2015,November,Winter Storm,0.00K,0,0.00K,0
IOWA,2015,November,Winter Storm,0.00K,0,0.00K,0
IOWA,2015,November,Winter Storm,0.00K,0,0.00K,0
IOWA,2015,November,Winter Storm,0.00K,0,0.00K,0
IOWA,2015,November,Winter Storm,0.00K,0,0.00K,0
IOWA,2015,January,Extreme Cold/Wind Chill,0.00K,0,0.00K,0
IOWA,2015,January,Extreme Cold/Wind Chill,0.00K,0,0.00K,0
